,Style,Link,Brand,Dress name,Price,Price Category,Color,Fabric,Outer fabric material,Lining,Care instructions,Collar,Cut,Fastening,Type of dress,Neckline,Consolidated Prints,Details,Dress length,Sleeve length,Consolidated sleeve length,Total length,Fit,Consolidated fit,Our model's height,Back width,Sheer?,Pockets?,Rhinestones?,Shoulderpads?,Backless?,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
1961,Unknown,https://www.zalando.co.uk/superdry-day-dress-buttercream-su221c0o2-a11.html,Superdry,Day dress,38.49,1,off-white,Unknown,"55% linen, 45% viscose",Unknown,"Do not bleach, do not tumble dry",Unknown,Unknown,Unknown,Unknown,Spaghetti straps,Unknown,Embroidery,Calf length,Spaghetti straps,Spaghetti straps,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,Yes,Unknown,"55% linen, 45% viscose",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1962,Unknown,https://www.zalando.co.uk/bytimo-plisse-dress-cocktail-dress-party-dress-navy-byh21c01k-k11.html,byTiMo,"PLISSE DRESS ",279.99,5,navy,Unknown,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Zip,Unknown,Low v-neck,Plain,Slip,Knee length,"24.5 "" (Size S)",Long,"35.5 "" (Size S)",Slim Fit,Slim fit,Unknown,"12.5 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1963,Unknown,https://www.zalando.co.uk/alice-olivia-issa-puff-dress-cocktail-dress-party-dress-black-metallic-a2n21c00p-j11.html,Alice + Olivia,"ISSA PUFF DRESS ",400.0,5,black,Knit,"57% wool, 37% polyester, 6% elastane",Unknown,Dry clean only,Standing collar,Unknown,Zip,Bodycon dresses,Unknown,Plain,Shoulder pads,Short,"27.0 "" (Size S)",Long,"35.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",Unknown,No,No,No,yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1964,Unknown,https://www.zalando.co.uk/superdry-day-dress-port-su221c0ng-g11.html,Superdry,"STRAP BACK  ",34.99,1,burgundy,Unknown,"58% modal, 42% polyester",Unknown,"Do not bleach, do not tumble dry",Unknown,Unknown,Unknown,Unknown,Spaghetti straps,Plain,Unknown,Maxi/long,Sleeveless,Sleeveless,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1965,Unknown,https://www.zalando.co.uk/michael-michael-kors-vine-chain-cocktail-dress-party-dress-black-mk121c0kv-q11.html,MICHAEL Michael Kors,"VINE CHAIN ",234.99,5,green,Unknown,100% polyester,100% polyester,"Dry cleanable, Do not wash",Unknown,Unknown,Hook fasteningÂ ,Unknown,Round neckline,Floral,Slip,Calf length,Spaghetti straps,Spaghetti straps,"52.5 "" (Size S)",Regular Fit,Regular fit,Unknown,"14.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1966,Unknown,https://www.zalando.co.uk/swing-cocktail-dress-party-dress-dark-blue-sg721c059-k11.html,Swing,Cocktail dress / Party dress,129.99,4,navy,Lace,100% polyester,"97% polyester, 3% elastane",Unknown,Unknown,Unknown,Zip,Accentuating the waist,Round neckline,Plain,"Belt included, slip, wired bustier",Short,"18.5 "" (Size 10)",Elbow length,"36.0 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 11""  tall and is wearing size 10",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1967,Unknown,https://www.zalando.co.uk/vila-petite-vimilina-halterneck-dress-day-dress-total-eclipse-vip21c01p-k11.html,Vila,"VIMILINA HALTERNECK DRESS ",34.99,1,navy,Chiffon,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Zip,Unknown,Round neckline,Plain,Slip,Short,Spaghetti straps,Spaghetti straps,"35.0 "" (Size 8)",Slim Fit,Slim fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1968,Unknown,https://www.zalando.co.uk/superdry-day-dress-americana-red-su221c0og-g11.html,Superdry,"TONAL CITY  ",30.0,1,red,Unknown,100% cotton,Unknown,"Do not tumble dry, Do not iron, Do not bleach",Hood,Unknown,Unknown,Hooded dresses,Unknown,Plain,Unknown,Thigh length,Long,Long,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,100% cotton,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1969,Unknown,https://www.zalando.co.uk/only-onlinc-fenja-dress-shift-dress-cashmere-blue-on321c2qj-k11.html,",Only","ONLINC FENJA DRESS ",21.99,1,pastel blue,Rib,"95% cotton, 5% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Unknown,Bodycon dresses,Round neckline,Floral,Unknown,Short,Sleeveless,Sleeveless,"34.5 "" (Size S)",Bodycon,Slim fit,"Our model is 5' 9""  tall and is wearing size S",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1970,Unknown,https://www.zalando.co.uk/vero-moda-vmhenna-wrap-frill-dress-day-dress-goji-berry-ve121c2ra-g11.html,Vero Moda,"VMHENNA WRAP FRILL DRESS ",30.99,1,red,Unknown,100% polyester,Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Laces,Wrap dresses,Low v-neck,Polka dot,Bust darts,Short,Short,Short,"37.5 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1971,Unknown,https://www.zalando.co.uk/david-koma-buckle-pencil-dress-cocktail-dress-party-dress-black-d0t21c00i-q11.html,David Koma,"BUCKLE PENCIL DRESS ",650.0,5,black,Jersey,"95% polyester, 5% elastane",Unknown,Dry clean only,Unknown,Unknown,Zip,Unknown,Low round neckline,Plain,Unknown,Calf length,Sleeveless,Sleeveless,"52.5 "" (Size 8)",Slim Fit,Slim fit,"Our model is 5' 10""  tall and is wearing size 8",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1972,Unknown,https://www.zalando.co.uk/superdry-day-dress-blue-ditsy-su221c0os-k11.html,Superdry,Day dress,54.99,2,electric blue,Unknown,100% viscose,Unknown,"Do not bleach, do not tumble dry",Standing collar,Unknown,Unknown,Unknown,Unknown,Floral,Unknown,Thigh length,Long,Long,Unknown,Regular Fit,Regular fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1973,Unknown,https://www.zalando.co.uk/summery-copenhagen-sunni-wrap-dress-day-dress-lavendar-fog-cec21c044-i11.html,SUMMERY Copenhagen,"SUNNI WRAP DRESS ",164.99,4,pastel purple,Unknown,100% cotton,Unknown,Unknown,Unknown,Unknown,Belt,Wrap dresses,Low v-neck,Checked,Unknown,Knee length,Elbow length,Elbow length,"40.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S","12.5 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1974,Unknown,https://www.zalando.co.uk/yas-yaswesla-maxi-dress-cocktail-dress-party-dress-star-white-y0121c1sm-a11.html,Yas,"YASWESLA MAXI DRESS ",139.99,4,white,Unknown,100% polyester,100% polyester,"Do not tumble dry, Do not wash",Unknown,Unknown,Zip,Unknown,Round neckline,Plain,Rhinestones,Maxi/long,Short,Short,"64.0 "" (Size S)",Regular Fit,Regular fit,Unknown,"15.5 "" (Size S)",No,No,yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1975,Unknown,https://www.zalando.co.uk/dkny-day-dress-white-dk121c09s-a11.html,DKNY,"FOUNDATION LOGO DRESS ",89.99,3,white,Sweat,"60% cotton, 40% polyester",Unknown,"Machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Unknown,Unknown,Round neckline,Prints in general,Unknown,Knee length,Extra short,Short,"37.0 "" (Size S)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size S",Unknown,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1976,Unknown,https://www.zalando.co.uk/lounge-nine-andy-dress-day-dress-moonbeam-l1r21c01e-b11.html,Lounge Nine,"ANDY DRESS ",79.99,2,white,Rib,"71% polyester, 25% viscose, 4% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Unknown,Unknown,Round neckline,Plain,Unknown,Knee length,Elbow length,Elbow length,"37.0 "" (Size M)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size M",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1977,Unknown,Unknown,Ted Baker,"LICIOUS MAGNIFICENT BARDOT DRESS ",239.99,5,white multi-coloured,Jersey,"66% viscose, 29% polyamide, 5% elastane",100% polyamide,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Zip,Wrap dresses,Low v-neck,Floral,"Bust darts, slip",Knee length,Extra short,Short,"34.5 "" (Size 10)",Fitted waist,Slim fit,"Our model is 5' 10""  tall and is wearing size 10",Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1978,Unknown,https://www.zalando.co.uk/fabienne-chapot-noa-dress-day-dress-purplewhite-fah21c039-i11.html,Fabienne Chapot,"NOA DRESS ",189.99,4,purple,Satin,"97% viscose, 3% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,Unknown,Button,Button down dresses,Unknown,Floral,Belt included,Calf length,"24.0 "" (Size 8)",Long,"48.0 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1979,Unknown,https://www.zalando.co.uk/edc-by-esprit-coo-day-dress-bark-ed121c0v7-o11.html,Esprit,"COO  ",39.0,1,brown,Sweat,100% cotton,Unknown,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle, Do not bleach",Unknown,Unknown,Unknown,Unknown,Round neckline,Plain,Unknown,Short,Extra long,Long,Unknown,Loose Fit,Loose fit,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1980,Unknown,https://www.zalando.co.uk/vero-moda-vmhbeatrix-tape-short-dress-day-dress-porcelain-ve121c38l-o11.html,Vero Moda,"VMHBEATRIX TAPE SHORT DRESS ",32.99,1,pastel green,Unknown,100% viscose,Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Unknown,Unknown,Low v-neck,Plain,"Elasticated waist, bust darts, Crochet Detailing",Short,"20.0 "" (Size S)",Long,"32.5 "" (Size S)",Regular Fit,Regular fit,Unknown,"13.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1981,Unknown,https://www.zalando.co.uk/pinko-loreto-dress-day-dress-black-p6921c0c1-q11.html,Pinko,"LORETO DRESS ",264.99,5,black,Sweat,100% cotton,Unknown,Hand wash only,Unknown,Unknown,Unknown,Unknown,Round neckline,Unknown,"Elasticated waist, rhinestones",Extra short,"27.0 "" (Size S)",Long,"30.5 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S",Unknown,No,No,yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1982,Unknown,https://www.zalando.co.uk/monki-day-dress-pink-solid-moq21c0c0-j11.html,Monki,Day dress,26.0,1,pink,Unknown,100% cotton,Unknown,Machine wash at 40Â°C,Unknown,Unknown,Unknown,Unknown,Square neckline,Plain,Unknown,Calf length,Short,Short,"46.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",yes,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1983,Unknown,https://www.zalando.co.uk/in-the-style-jac-jossa-floral-long-sleeve-maxi-dress-maxi-dress-black-i0421c016-q11.html,IN THE STYLE,"JAC JOSSA LONG SLEEVE DRESS ",48.99,2,black/red,Unknown,100% polyester,Unknown,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Unknown,Unknown,Button,Unknown,Low v-neck,Floral,Unknown,Calf length,"27.0 "" (Size 8)",Long,"46.0 "" (Size 8)",Regular Fit,Regular fit,Unknown,"12.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1984,Unknown,https://www.zalando.co.uk/gap-hoodie-jumper-dress-red-delicious-gp021c0ki-g11.html,GAP,"HOODIE  ",54.99,2,burgundy,Sweat,"77% cotton, 23% polyester",Unknown,"Machine wash at 30Â°C, Machine wash on gentle cycle",Hood,Unknown,Unknown,Hooded dresses,Unknown,Plain,"Inseam pockets, embroidery",Short,"25.0 "" (Size S)",Long,"34.5 "" (Size S)",Unknown,Unknown,Unknown,Unknown,No,yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1985,Unknown,https://www.zalando.co.uk/derhy-day-dress-fuchsia-rd521c0m6-i11.html,Derhy,"AJACCIO ROBE ",84.99,3,multi-coloured,Unknown,100% viscose,100% cotton,"Do not tumble dry, Hand wash only",Unknown,Unknown,Button,Unknown,Low v-neck,Floral,"Bust darts, slip",Thigh length,Sleeveless,Sleeveless,"46.0 "" (Size S)",Loose Fit,Loose fit,"Our model is 5' 10""  tall and is wearing size S","13.0 "" (Size S)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1986,Unknown,https://www.zalando.co.uk/never-fully-dressed-petite-cedar-wrap-dress-day-dress-multi-nez21c019-q11.html,Never Fully Dressed,"CEDAR WRAP DRESS ",99.99,3,multi-coloured,Unknown,100% cotton,Unknown,"Machine wash at 40Â°C, do not tumble dry, Machine wash on gentle cycle",Unknown,Unknown,Laces,Wrap dresses,Low v-neck,Floral,Unknown,Calf length,"22.0 "" (Size 8)",Long,"45.5 "" (Size 8)",Regular Fit,Regular fit,"Our model is 5' 4""  tall and is wearing size 8","14.0 "" (Size 8)",No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1987,Unknown,https://www.zalando.co.uk/wal-g-vanya-one-shoulder-skater-dress-cocktail-dress-party-dress-navy-blue-wg021c0qz-k11.html,WAL G.,"VANYA ONE SHOULDER SKATER DRESS ",38.99,1,navy,Unknown,"95% polyester, 5% elastane",Unknown,"Do not tumble dry, machine wash at 30Â°C",Unknown,Unknown,Zip,Unknown,Strapless,Plain,Border,Short,One shoulder,One shoulder,"35.0 "" (Size 10)",Regular Fit,Regular fit,"Our model is 5' 10""  tall and is wearing size 10",Unknown,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
