link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/jdy-jdynashville-dress-day-dress-sea-spray-jy121c0l0-m11.html,JDY,NASHVILLE  , Day dress,summer-dresses,Â£18.99,sea spray,--,--,Sweat,--,"62% cotton, 38% polyester",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Crew neck,Plain,--,JY121C0L0-M11,Short,"24.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdynashville-dress-day-dress-sea-spray-jy121c0l0-m11.html,JDY,NASHVILLE  , Day dress,summer-dresses,Â£18.99,adobe rose,--,--,Sweat,--,"62% cotton, 38% polyester",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Crew neck,Plain,--,JY121C0L0-M11,Short,"24.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdynashville-dress-day-dress-sea-spray-jy121c0l0-m11.html,JDY,NASHVILLE  , Day dress,summer-dresses,Â£18.99,black,--,--,Sweat,--,"62% cotton, 38% polyester",--,"Machine wash at 40Â°C, do not tumble dry",--,--,--,--,Crew neck,Plain,--,JY121C0L0-M11,Short,"24.5 "" (Size S)","36.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/in-the-style-jac-jossa-floral-long-sleeve-maxi-dress-maxi-dress-black-i0421c016-q11.html,IN THE STYLE,JAC JOSSA LONG SLEEVE DRESS , Day dress,summer-dresses,Â£48.99,black,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,Floral,--,I0421C016-Q11,Calf-length,"27.0 "" (Size 8)","46.0 "" (Size 8)",Regular Fit,--,"12.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdycandice-day-dress-black-jy121c0q6-q11.html,JDY,JDYCANDICE , Day dress,summer-dresses,Â£23.99,black ,--,--,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Polka dot,Slip,JY121C0Q6-Q11,Short,"17.5 "" (Size 8)","35.0 "" (Size 8)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-jdycandice-day-dress-black-jy121c0q6-q11.html,JDY,JDYCANDICE , Day dress,summer-dresses,Â£23.99,basil,--,--,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Polka dot,Slip,JY121C0Q6-Q11,Short,"17.5 "" (Size 8)","35.0 "" (Size 8)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rich-and-royal-dress-printed-day-dress-midnight-blue-ri521c04r-k11.html,Rich & Royal,DRESS PRINTED , Day dress,summer-dresses,Â£114.99,midnight blue,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,--,Slip,RI521C04R-K11,Calf-length,"23.0 "" (Size S)","53.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-dina-ann-day-dress-black-iv321c0bd-q11.html,IVY & OAK,DINA ANN , Day dress,summer-dresses,Â£219.99,black,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Plain,"Belt included, inseam pockets, covered fastener",IV321C0BD-Q11,Long,"24.5 "" (Size 8)","52.5 "" (Size 8)",Regular Fit,--,"17.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-dina-ann-day-dress-black-iv321c0bd-q11.html,IVY & OAK,DINA ANN , Day dress,summer-dresses,Â£219.99,bright white,--,--,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Plain,"Belt included, inseam pockets, covered fastener",IV321C0BD-Q11,Long,"24.5 "" (Size 8)","52.5 "" (Size 8)",Regular Fit,--,"17.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onltyra-life-short-dress-day-dress-allure-on321c1jd-k13.html,ONLY,ONLTYRA LIFE SHORT DRESS , Day dress,summer-dresses,Â£34.99,allure,--,--,--,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable, Do not bleach",--,--,--,Button,Crew neck,Plain,"Slip, Crochet Detailing",ON321C1JD-K13,Short,3/4 length,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onltyra-life-short-dress-day-dress-allure-on321c1jd-k13.html,ONLY,ONLTYRA LIFE SHORT DRESS , Day dress,summer-dresses,Â£34.99,black,--,--,--,--,100% viscose,100% polyester,"Do not tumble dry, machine wash at 30Â°C, Dry cleanable, Do not bleach",--,--,--,Button,Crew neck,Plain,"Slip, Crochet Detailing",ON321C1JD-K13,Short,3/4 length,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/closet-closet-london-pleated-dress-day-dress-lime-cl921c0to-m11.html,Closet,CLOSET LONDON PLEATED DRESS , Day dress,summer-dresses,Â£134.99,lime,--,--,--,--,100% polyester,--,"Do not tumble dry, Hand wash only",Turn-down collar,--,--,Button,--,Floral,--,CL921C0TO-M11,Calf-length,"24.0 "" (Size 10)","49.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","14.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/soyaconcept-canela-day-dress-desert-brown-combi-so821c095-o11.html,Soyaconcept,SC,CANELA 2 ,summer-dresses,Â£69.99,desert brown combi,--,--,--,--,"59% polyester, 41% viscose",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Crew neck,Checked,--,SO821C095-O11,Calf-length,Elbow length,"49.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edited-dorisa-dress-day-dress-black-edd21c0jg-q11.html,EDITED,DORISA DRESS , Day dress,summer-dresses,Â£59.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Zip,--,Paisley,Bust darts,EDD21C0JG-Q11,Extra short,"24.5 "" (Size 8)","34.0 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlevery-hoodie-dress-day-dress-chalk-violet-on321c2p6-i11.html,ONLY,ONLEVERY HOODIE DRESS , Day dress,summer-dresses,Â£30.99,chalk violet,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Marl,Inseam pockets,ON321C2P6-I11,Short,"23.5 "" (Size S)","32.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlevery-hoodie-dress-day-dress-chalk-violet-on321c2p6-i11.html,ONLY,ONLEVERY HOODIE DRESS , Day dress,summer-dresses,Â£30.99,black,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Marl,Inseam pockets,ON321C2P6-I11,Short,"23.5 "" (Size S)","32.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlevery-hoodie-dress-day-dress-chalk-violet-on321c2p6-i11.html,ONLY,ONLEVERY HOODIE DRESS , Day dress,summer-dresses,Â£30.99,junebug,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Hood,--,--,--,--,Marl,Inseam pockets,ON321C2P6-I11,Short,"23.5 "" (Size S)","32.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/edc-by-esprit-day-dress-black-ed121c0ym-q11.html,edc by Esprit,Day dress,,summer-dresses,Â£36.99,black,--,--,--,--,100% viscose,--,Machine wash at 30Â°C,--,--,--,--,Crew neck,Polka dot,--,ED121C0YM-Q11,Thigh-length,Long,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-alana-cami-day-dress-black-su221c0nj-q11.html,Superdry,ALANA , Day dress,summer-dresses,Â£44.99,black,--,--,--,--,"50% polyester, 50% cotton",--,--,--,--,--,--,--,--,--,SU221C0NJ-Q11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-alana-cami-day-dress-black-su221c0nj-q11.html,Superdry,ALANA , Day dress,summer-dresses,Â£44.99,autumn mustard,--,--,--,--,"50% polyester, 50% cotton",--,--,--,--,--,--,--,--,--,SU221C0NJ-Q11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-alana-cami-day-dress-black-su221c0nj-q11.html,Superdry,ALANA , Day dress,summer-dresses,Â£44.99,canyon rust,--,--,--,--,"50% polyester, 50% cotton",--,--,--,--,--,--,--,--,--,SU221C0NJ-Q11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-alana-cami-day-dress-black-su221c0nj-q11.html,Superdry,ALANA , Day dress,summer-dresses,Â£44.99,dusty rose,--,--,--,--,"50% polyester, 50% cotton",--,--,--,--,--,--,--,--,--,SU221C0NJ-Q11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-alana-cami-day-dress-black-su221c0nj-q11.html,Superdry,ALANA , Day dress,summer-dresses,Â£44.99,eclipse navy,--,--,--,--,"50% polyester, 50% cotton",--,--,--,--,--,--,--,--,--,SU221C0NJ-Q11,--,Spaghetti straps,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-kapuzen-day-dress-ombre-blue-pe321c0ws-k12.html,Pieces,KAPUZEN , Day dress,summer-dresses,Â£25.99,ombre blue,--,--,Sweat,--,"60% cotton, 40% polyester",--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,--,--,Crew neck,Marl,--,PE321C0WS-K12,Knee-length,Long,--,Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/morgan-cocktail-dress-party-dress-rouge-m5921c0yt-g11.html,Morgan,RCLAIN , Day dress,summer-dresses,Â£47.99,rouge,--,--,--,--,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Plain,--,M5921C0YT-G11,Short,Long,"35.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-black-su221c0pi-q11.html,Superdry,Day dress,,summer-dresses,Â£30.00,black,--,--,--,--,100% viscose,--,"Do not tumble dry, Do not bleach",--,--,--,--,Cache-coeur,Animal print,Belt included,SU221C0PI-Q11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-black-su221c0pi-q11.html,Superdry,Day dress,,summer-dresses,Â£30.00,eclipse navy,--,--,--,--,100% viscose,--,"Do not tumble dry, Do not bleach",--,--,--,--,Cache-coeur,Animal print,Belt included,SU221C0PI-Q11,Short,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/esprit-day-dress-green-es121c233-m11.html,Esprit,Day dress,,summer-dresses,Â£36.99,green,--,--,--,--,"79% viscose, 21% polyester",--,"Do not bleach, do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,--,--,Plain,"Belt included, button row",ES121C233-M11,Thigh-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/esprit-day-dress-green-es121c233-m11.html,Esprit,Day dress,,summer-dresses,Â£36.99,black,--,--,--,--,"79% viscose, 21% polyester",--,"Do not bleach, do not tumble dry, machine wash at 30Â°C",Standing collar,--,--,--,--,Plain,"Belt included, button row",ES121C233-M11,Thigh-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/roxy-summer-of-sun-day-dress-cool-blue-island-time-ro521c065-k11.html,Roxy,SUMMER OF SUN , Day dress,summer-dresses,Â£54.99,cool blue island time,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,Floral,--,RO521C065-K11,Short,Short,"38.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/roxy-summer-of-sun-day-dress-cool-blue-island-time-ro521c065-k11.html,Roxy,SUMMER OF SUN , Day dress,summer-dresses,Â£54.99,anthracite island vibes,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Low-cut v-neck,Floral,--,RO521C065-K11,Short,Short,"38.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jdy-petite-jdysvan-short-dress-day-dress-black-jd421c00e-q11.html,JDY Petite,JDYSVAN SHORT DRESS , Day dress,summer-dresses,Â£16.14,black,--,--,Rib,Semi-sheer,"95% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Low-cut v-neck,Floral,--,JD421C00E-Q11,Extra short,"23.5 "" (Size S)","31.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/glamorous-curve-shift-dress-day-dress-gla21c05r-q11.html,Glamorous Curve,SHIFT DRESS , Day dress,summer-dresses,Â£23.99,video overlay,--,--,--,--,100% polyester,--,Hand wash only,--,--,--,--,Crew neck,Plain,Bust darts,GLA21C05R-Q11,Short,Elbow length,"38.0 "" (Size 16)",Normal fit,"Our model is 5' 9""  tall and is wearing size 16","16.0 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-onlblush-life-dress-day-dress-light-blue-denim-on321c2o0-k12.html,ONLY,ONLBLUSH LIFE DRESS  , Denim dress,summer-dresses,Â£43.99,light blue denim,--,--,Denim,--,"90% cotton, 8% polyester, 2% elastane",--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,"Back pocket, side pockets",Button,--,--,Bust darts,ON321C2O0-K12,Extra short,"22.5 "" (Size S)","34.5 "" (Size S)",Slim Fit,"Our model is 5' 11""  tall and is wearing size S","14.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/part-two-laya-day-dress-whitecap-gray-p2121c0d4-a11.html,Part Two,LAYA , Day dress,summer-dresses,Â£159.99,whitecap gray,--,--,--,--,"50% cotton, 50% lyocell",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Button,--,Plain,--,P2121C0D4-A11,Short,"26.0 "" (Size 8)","36.0 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/molly-bracken-young-ladies-dress-day-dress-mint-klint-m6121c0tr-m11.html,Molly Bracken,YOUNG LADIES DRESS , Day dress,summer-dresses,Â£54.99,mint klint,--,Yes,--,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Square neck,Floral,--,M6121C0TR-M11,Calf-length,Extra short,"46.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/esqualo-day-dress-red-esm21c02b-g11.html,Esqualo,COLORFUL IMPRESSION , Day dress,summer-dresses,Â£94.99,red,--,Yes,--,--,100% viscose,100% viscose,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,V-neck,Paisley,"Belt included, slip",ESM21C02B-G11,Knee-length,"21.5 "" (Size 8)","40.0 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pieces-pckeba-midi-dress-day-dress-sky-captain-pe321c18q-k11.html,Pieces,PCKEBA MIDI DRESS , Day dress,summer-dresses,Â£34.99,sky captain ,--,--,--,--,100% polyester,--,--,Standing collar,--,--,Button,--,Floral,Bust darts,PE321C18Q-K11,Calf-length,"25.5 "" (Size S)","48.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","16.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-red-su221c0nh-g11.html,Superdry,Day dress,,summer-dresses,Â£39.99,autumn ditsy red,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-G11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-red-su221c0nh-g11.html,Superdry,Day dress,,summer-dresses,Â£39.99,autumn ditsy gold,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-G11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-red-su221c0nh-g11.html,Superdry,Day dress,,summer-dresses,Â£39.99,black 70s geo,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-G11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-red-su221c0nh-g11.html,Superdry,Day dress,,summer-dresses,Â£39.99,daisy navy,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-G11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-red-su221c0nh-g11.html,Superdry,Day dress,,summer-dresses,Â£39.99,dark olive leopard,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-G11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-autumn-ditsy-red-su221c0nh-g11.html,Superdry,Day dress,,summer-dresses,Â£39.99,white,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,SU221C0NH-G11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/boss-emaura-cocktail-dress-party-dress-open-green-bb121c0cv-m11.html,BOSS,EMAURA , Day dress,summer-dresses,Â£219.99,open green,--,--,Rib,--,"68% viscose, 32% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,Belt included,BB121C0CV-M11,Calf-length,Extra short,"45.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/boss-emaura-cocktail-dress-party-dress-open-green-bb121c0cv-m11.html,BOSS,EMAURA , Day dress,summer-dresses,Â£219.99,pink,--,--,Rib,--,"68% viscose, 32% polyester",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Button,Crew neck,Plain,Belt included,BB121C0CV-M11,Calf-length,Extra short,"45.5 "" (Size S)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/moss-copenhagen-ima-dress-day-dress-wistfull-mauve-m0y21c08d-q11.html,Moss Copenhagen,IMA DRESS , Jersey dress,summer-dresses,Â£48.74,wistfull mauve,--,--,Jersey,--,"72% viscose, 23% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,M0Y21C08D-Q11,Short,"25.0 "" (Size S/M)","35.0 "" (Size S/M)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S/M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/moss-copenhagen-ima-dress-day-dress-wistfull-mauve-m0y21c08d-q11.html,Moss Copenhagen,IMA DRESS , Jersey dress,summer-dresses,Â£48.74,blue surf,--,--,Jersey,--,"72% viscose, 23% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,M0Y21C08D-Q11,Short,"25.0 "" (Size S/M)","35.0 "" (Size S/M)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S/M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/moss-copenhagen-ima-dress-day-dress-wistfull-mauve-m0y21c08d-q11.html,Moss Copenhagen,IMA DRESS , Jersey dress,summer-dresses,Â£48.74,caribou,--,--,Jersey,--,"72% viscose, 23% polyester, 5% elastane",--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,--,M0Y21C08D-Q11,Short,"25.0 "" (Size S/M)","35.0 "" (Size S/M)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S/M",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/yas-yascherry-long-dress-vip-day-dress-black-y0121c1ra-q11.html,YAS,YASCHERRY LONG DRESS  VIP , Maxi dress,summer-dresses,Â£59.99,black,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,Button,--,Print,--,Y0121C1RA-Q11,Long,"18.5 "" (Size S)","57.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/polo-ralph-lauren-nico-short-sleeve-day-dress-day-dress-burgundy-po221c09q-g11.html,Polo Ralph Lauren,PRINT CREPE MIDI SHIRTDRESS , Day dress,summer-dresses,Â£264.99,burgundy,--,--,--,--,100% cotton,--,Machine wash at 40Â°C,Turn-down collar,--,--,Zip,Low-cut v-neck,Print,Bust darts,PO221C09Q-G11,Calf-length,Short,"51.0 "" (Size 10)",Regular Fit,--,"13.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/selected-femme-slfiana-34-knee-dress-day-dress-black-se521c14o-t11.html,Selected Femme,SLFIANA 3/4 KNEE DRESS , Day dress,summer-dresses,Â£54.99,black,--,--,--,--,"97% polyester, 3% elastane",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,--,Cache-coeur,Checked,Belt included,SE521C14O-T11,Knee-length,3/4 length,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
