link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Front material,Sport,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/glamorous-bloom-midi-dress-day-dress-gli29f001-q11.html,Glamorous Bloom,BOW MIDI DRESS , Day dress,summer-dresses,Â£34.99,yellow flower,--,--,--,--,100% viscose,--,Hand wash only,--,--,--,--,Low-cut v-neck,Floral,Belt included,GLI29F001-Q11,Calf-length,"50.5 "" (Size 8)",--,Fitted waist,"Our model is 5' 10""  tall and is wearing size 8","17.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/massimo-dutti-day-dress-black-m3i21c0gt-q11.html,Massimo Dutti,MIT DOPPELTEM ROCK  , Day dress,summer-dresses,Â£149.00,black,--,--,Satin,--,"71% acetate, 29% viscose","71% acetate, 29% viscose",--,--,--,--,--,Low-cut v-neck,Plain,Slip,M3I21C0GT-Q11,Calf-length,Sleeveless,"50.0 "" (Size M)",Regular Fit,--,--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/max-mara-leisure-hans-day-dress-blu-m1x21c023-k11.html,Max Mara Leisure,HANS , Day dress,summer-dresses,Â£214.99,blu,100% cotton,--,--,--,100% cotton,--,Machine wash at 30Â°C,--,--,--,--,Crew neck,Plain,Inseam pockets,M1X21C023-K11,Calf-length,"22.5 "" (Size S)","46.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alice-olivia-jeannette-day-dress-santa-monica-off-white-a2n21c00x-a11.html,Alice + Olivia,JEANNETTE , Day dress,summer-dresses,Â£610.00,video overlay,--,--,--,--,"70% cotton, 30% silk","94% polyester, 6% elastane",Dry clean only,--,--,--,Zip,Backless,Floral,"Button row, slip",A2N21C00X-A11,Calf-length,Short,"51.0 "" (Size 8)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/seraphine-antonietta-day-dress-greymarl-s1s29f02a-c11.html,Seraphine,ANTONIETTA , Day dress,summer-dresses,Â£54.99,greymarl,100% viscose,--,Knit,--,"48% viscose, 32% cotton, 18% nylon, 2% elastane","95% viscose, 5% elastane","Do not tumble dry, Hand wash only",--,--,--,--,Crew neck,Floral,Nursing-friendly,S1S29F02A-C11,Knee-length,Short,"40.0 "" (Size 10)",Small,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/redraft-dress-day-dress-deep-forest-rem21c01e-n11.html,Re.draft,DRESS , Day dress,summer-dresses,Â£59.99,deep forest,--,--,Faux leather,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Crew neck,Plain,"Inseam pockets, bust darts",REM21C01E-N11,Short,Short,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rejina-pyo-conie-trenchcoat-suiting-brown-r0p21c00h-o11.html,Rejina Pyo,CONIE DRESS , Day dress,summer-dresses,Â£695.00,video overlay,--,--,--,--,"65% polyester, 25% viscose, 10% wool","57% polyester, 43% cupro","Do not tumble dry, machine wash at 30Â°C",Lapel collar,--,--,Button,--,Plain,"Belt included, inseam pockets",R0P21C00H-O11,Calf-length,"21.0 "" (Size 10)","46.0 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","22.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/billabong-dream-big-day-dress-black-bi721c031-q11.html,Billabong,DREAM BIG , Day dress,summer-dresses,Â£64.99,black,--,--,--,--,100% viscose,100% viscose,Hand wash only,--,--,--,Button,Low-cut v-neck,Floral,Slip,BI721C031-Q11,Knee-length,"17.5 "" (Size S)","43.5 "" (Size S)",Regular Fit,--,"17.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-carmakoma-carcordelia-wrap-dress-day-dress-evening-blue-ona21c0fw-k11.html,ONLY Carmakoma,CARCORDELIA WRAP DRESS , Day dress,summer-dresses,Â£26.34,evening blue,--,--,Chiffon,--,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Laces,Cache-coeur,Colourful,Slip,ONA21C0FW-K11,Knee-length,"23.0 "" (Size 16)","37.5 "" (Size 16)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 16","16.5 "" (Size 16)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/boss-dihera-day-dress-black-bb121c0bp-q11.html,BOSS,DIHERA , Day dress,summer-dresses,Â£289.99,black,--,--,--,--,"61% polyester, 26% viscose, 7% cotton, 6% elastane","54% viscose, 43% polyamide, 3% elastane",Do not tumble dry,--,--,--,Zip,Low-cut v-neck,Plain,Slip,BB121C0BP-Q11,Knee-length,Long,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/roxy-about-you-now-day-dress-mood-indigo-grand-ma-ro521c04p-k11.html,Roxy,ABOUT YOU NOW , Day dress,summer-dresses,Â£59.49,mood indigo grand ma,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Cache-coeur,Floral,--,RO521C04P-K11,Long,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alberta-ferretti-dress-sangallo-day-dress-white-af321c02m-a11.html,Alberta Ferretti,DRESS SANGALLO , Day dress,summer-dresses,Â£820.00,video overlay,--,Yes,--,--,"65% polyester, 35% cotton","70% cotton, 30% polyester",Hand wash only,--,--,--,Button,Crew neck,Plain,Slip,AF321C02M-A11,Knee-length,Elbow length,"38.5 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","15.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-one-shoulder-midi-dress-day-dress-midnightblue-mk121c0hw-k11.html,MICHAEL Michael Kors,ONE SHOULDER MIDI DRESS , Day dress,summer-dresses,Â£279.99,midnightblue,--,--,--,--,"96% cotton, 4% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,Asymmetrical,--,Zip,--,Plain,"Belt included, inseam pockets, bust darts",MK121C0HW-K11,Calf-length,"Strapless, short","48.5 "" (Size S)",Regular Fit,"Our model is 5' 11""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-one-shoulder-midi-dress-day-dress-midnightblue-mk121c0hw-k11.html,MICHAEL Michael Kors,ONE SHOULDER MIDI DRESS , Day dress,summer-dresses,Â£279.99,white,--,--,--,--,"96% cotton, 4% elastane",--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,Asymmetrical,--,Zip,--,Plain,"Belt included, inseam pockets, bust darts",MK121C0HW-K11,Calf-length,"Strapless, short","48.5 "" (Size S)",Regular Fit,"Our model is 5' 11""  tall and is wearing size S","15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/marc-opolo-dress-feminine-shape-day-dress-multidark-night-ma321c0jd-k11.html,Marc O'Polo,DRESS FEMININE SHAPE    , Day dress,summer-dresses,Â£174.99,multi/dark night,--,--,--,--,100% viscose,100% viscose,"Do not tumble dry, machine wash at 30Â°C",Mandarin collar,--,--,Zip,--,Floral,Bow,MA321C0JD-K11,Knee-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pietro-brunelli-tamigi-day-dress-p0k29f00p-g12.html,Pietro Brunelli,TAMIGI , Day dress,summer-dresses,Â£124.99,tulip red,--,--,--,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",--,--,--,Zip,Crew neck,Plain,"Bust darts, slip",P0K29F00P-G12,Knee-length,Sleeveless,"36.0 "" (Size 10)",Fitted waist,"Our model is 5' 11""  tall and is wearing size 10","11.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/pietro-brunelli-tamigi-day-dress-p0k29f00p-g12.html,Pietro Brunelli,TAMIGI , Day dress,summer-dresses,Â£124.99,prime rose pink,--,--,--,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",--,--,--,Zip,Crew neck,Plain,"Bust darts, slip",P0K29F00P-G12,Knee-length,Sleeveless,"36.0 "" (Size 10)",Fitted waist,"Our model is 5' 11""  tall and is wearing size 10","11.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-turmeric-marl-su221c0oo-e11.html,Superdry,Day dress,,summer-dresses,Â£54.99,turmeric marl,--,--,Sweat,--,"55% cotton, 45% polyester",--,"Do not tumble dry, Do not bleach",Hood,--,Hoodie pocket,--,--,Print,--,SU221C0OO-E11,Short,Extra long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-turmeric-marl-su221c0oo-e11.html,Superdry,Day dress,,summer-dresses,Â£54.99,dark grey,--,--,Sweat,--,"55% cotton, 45% polyester",--,"Do not tumble dry, Do not bleach",Hood,--,Hoodie pocket,--,--,Print,--,SU221C0OO-E11,Short,Extra long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-turmeric-marl-su221c0oo-e11.html,Superdry,Day dress,,summer-dresses,Â£54.99,dark red,--,--,Sweat,--,"55% cotton, 45% polyester",--,"Do not tumble dry, Do not bleach",Hood,--,Hoodie pocket,--,--,Print,--,SU221C0OO-E11,Short,Extra long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-turmeric-marl-su221c0oo-e11.html,Superdry,Day dress,,summer-dresses,Â£54.99,glacier grey marl,--,--,Sweat,--,"55% cotton, 45% polyester",--,"Do not tumble dry, Do not bleach",Hood,--,Hoodie pocket,--,--,Print,--,SU221C0OO-E11,Short,Extra long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-turmeric-marl-su221c0oo-e11.html,Superdry,Day dress,,summer-dresses,Â£54.99,grey marl,--,--,Sweat,--,"55% cotton, 45% polyester",--,"Do not tumble dry, Do not bleach",Hood,--,Hoodie pocket,--,--,Print,--,SU221C0OO-E11,Short,Extra long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/by-malene-birger-romanies-day-dress-black-by121c090-q11.html,By Malene Birger,ROMANIES , Day dress,summer-dresses,Â£314.99,black,--,--,--,--,"83% viscose, 17% acetate",--,"Do not tumble dry, machine wash at 30Â°C",Turn-down collar,--,--,Button,--,Plain,--,BY121C090-Q11,Calf-length,"25.0 "" (Size 8)","49.5 "" (Size 8)",Loose Fit,"Our model is 5' 11""  tall and is wearing size 8","17.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hofmann-copenhagen-carly-day-dress-red-0hc21c01z-g11.html,Hofmann Copenhagen,CARLY , Day dress,summer-dresses,Â£264.99,red,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Zip,--,Floral,Bust darts,0HC21C01Z-G11,Calf-length,"19.5 "" (Size 8)","53.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/only-petite-onlviva-ohio-button-stripe-day-dress-cloud-dancerold-rosenugget-gold-op421c0a7-a11.html,ONLY Petite,ONLVIVA OHIO BUTTON STRIPE , Day dress,summer-dresses,Â£30.99,cloud dancer/old rose/nugget gold,--,--,--,--,"55% linen, 45% viscose",--,"Do not tumble dry, machine wash at 30Â°C",--,--,--,Button,Low-cut v-neck,Striped,--,OP421C0A7-A11,Short,Short,"34.0 "" (Size S)",Regular Fit,--,"15.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ibana-darcy-day-dress-fudge-21b21c018-o11.html,Ibana,DARCY , Day dress,summer-dresses,Â£279.99,fudge,--,--,--,--,100% leather,--,--,Lapel collar,--,--,Laces,--,Plain,--,21B21C018-O11,Calf-length,"23.5 "" (Size 8)","47.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/kate-spade-new-york-lips-tie-neck-shift-dress-day-dress-black-k0521c02s-q11.html,kate spade new york,LIPS TIE NECK SHIFT DRESS , Day dress,summer-dresses,Â£249.99,black,--,--,--,--,100% polyester,--,--,Shawl collar,--,--,Button,--,Print,--,K0521C02S-Q11,Extra short,"23.0 "" (Size S)","34.5 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","11.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/never-fully-dressed-tall-sandy-love-mini-shirt-dress-day-dress-pink-n0l21c01i-j11.html,Never Fully Dressed Tall,SANDY LOVE MINI SHIRT DRESS , Day dress,summer-dresses,Â£94.99,pink,--,--,--,--,100% polyester,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Laces,Cache-coeur,Print,Bust darts,N0L21C01I-J11,Short,"25.5 "" (Size S)","35.5 "" (Size S)",Slim Fit,--,"14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/roxy-summertranspare-day-dress-true-navy-ro521c04h-k11.html,Roxy,SUMMERTRANSPARE , Day dress,summer-dresses,Â£59.99,true navy,--,--,--,--,100% viscose,--,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,Backless,Striped,"Inseam pockets, elasticated waist",RO521C04H-K11,Calf-length,Sleeveless,"48.5 "" (Size S)",Fitted waist,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ted-baker-harpia-day-dress-black-te421c0m3-t11.html,Ted Baker,HARPIA , Day dress,summer-dresses,Â£194.99,black,--,--,--,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",--,--,--,Zip,Crew neck,Floral,"Inseam pockets, bust darts, bow",TE421C0M3-T11,Calf-length,Elbow length,"48.5 "" (Size 10)",Regular Fit,--,"12.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-glacier-grey-marl-su221c0oz-a11.html,Superdry,Day dress,,summer-dresses,Â£59.99,glacier grey marl,--,--,Sweat,--,"59% cotton, 41% polyester",--,"Do not bleach, do not tumble dry",Hood,--,--,--,--,Print,Inseam pockets,SU221C0OZ-A11,Short,Extra long,--,Regular Fit,--,--,--,--,--,--,--,--,"59% cotton, 41% polyester",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/superdry-day-dress-glacier-grey-marl-su221c0oz-a11.html,Superdry,Day dress,,summer-dresses,Â£59.99,soft pink,--,--,Sweat,--,"59% cotton, 41% polyester",--,"Do not bleach, do not tumble dry",Hood,--,--,--,--,Print,Inseam pockets,SU221C0OZ-A11,Short,Extra long,--,Regular Fit,--,--,--,--,--,--,--,--,"59% cotton, 41% polyester",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/mamalicious-mlcorina-dress-day-dress-black-m6429f0xi-q11.html,MAMALICIOUS,MLCORINA DRESS , Day dress,summer-dresses,Â£43.99,black,--,--,Satin,--,100% polyester,--,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,--,V-neck,Floral,Bust darts,M6429F0XI-Q11,Knee-length,Long,--,Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/nuemph-nunanna-dress-day-dress-light-grey-melange-nu121c091-c11.html,NÃ¼mph,NUNANNA DRESS , Day dress,summer-dresses,Â£64.99,light grey melange,--,--,Sweat,--,"80% cotton, 20% polyamide",--,--,--,--,--,--,Crew neck,Marl,Inseam pockets,NU121C091-C11,Knee-length,"23.5 "" (Size S)","35.0 "" (Size S)",Loose Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-puff-ruffle-hem-tea-dress-leopard-day-dress-black-m0q21c1x5-q11.html,Missguided,PUFF RUFFLE HEM TEA DRESS LEOPARD , Day dress,summer-dresses,Â£23.99,black,--,--,Satin,--,100% polyester,--,Machine wash at 30Â°C,--,--,--,--,Cache-coeur,Animal print,"Belt included, bust darts",M0Q21C1X5-Q11,Extra short,"27.0 "" (Size 8)","33.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/cinq-a-sept-kaya-dress-day-dress-navy-cig21c00u-k11.html,Cinq Ã  Sept,KAYA DRESS , Day dress,summer-dresses,Â£315.00,video overlay,--,--,--,--,100% polyester,100% polyester,Dry clean only,Standing collar,--,--,Zip,--,Plain,--,CIG21C00U-K11,Short,"25.5 "" (Size 8)","33.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ps-paul-smith-dress-day-dress-brown-ps721c02u-o11.html,PS Paul Smith,DRESS , Day dress,summer-dresses,Â£509.99,brown,--,--,--,--,100% leather,100% viscose,Clean with leather care products,Turn-down collar,--,--,Button,--,Plain,Slip,PS721C02U-O11,Calf-length,Short,"44.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/michael-michael-kors-clip-smocked-dress-day-dress-dark-ruby-mk121c0k5-g11.html,MICHAEL Michael Kors,CLIP SMOCKED DRESS , Day dress,summer-dresses,Â£194.99,dark ruby,--,--,--,--,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",Standing collar,--,--,Zip,--,Polka dot,"Slip, embroidery",MK121C0K5-G11,Short,"26.0 "" (Size S)","34.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lascana-midikleid-day-dress-braun-apricot-l8321c00q-t11.html,LASCANA,MIDIKLEID , Day dress,summer-dresses,Â£54.99,braun-apricot,--,--,Jersey,--,100% viscose,--,--,--,--,--,--,Backless,Floral,Bow,L8321C00Q-T11,Calf-length,Sleeveless,"50.0 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/alice-olivia-julietta-slit-slip-dress-day-dress-black-a2n21c00m-q11.html,Alice + Olivia,JULIETTA SLIT SLIP DRESS , Day dress,summer-dresses,Â£400.00,black,--,--,Satin,--,"80% triacetate, 20% polyester","94% polyester, 6% elastane",Dry clean only,--,--,--,Zip,Backless,Plain,Slip,A2N21C00M-Q11,Calf-length,Spaghetti straps,"51.5 "" (Size 8)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hugo-daserena-redlabel-day-dress-black-hu721c0hr-q11.html,HUGO,DASERENA LABEL , Day dress,summer-dresses,Â£149.99,black,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Marl,"Elasticated waist, embroidery",HU721C0HR-Q11,Knee-length,"25.0 "" (Size S)","36.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hugo-daserena-redlabel-day-dress-black-hu721c0hr-q11.html,HUGO,DASERENA LABEL , Day dress,summer-dresses,Â£149.99,black,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Marl,"Elasticated waist, embroidery",HU721C0HR-Q11,Knee-length,"25.0 "" (Size S)","36.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hugo-daserena-redlabel-day-dress-black-hu721c0hr-q11.html,HUGO,DASERENA LABEL , Day dress,summer-dresses,Â£149.99,light beige,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Marl,"Elasticated waist, embroidery",HU721C0HR-Q11,Knee-length,"25.0 "" (Size S)","36.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hugo-daserena-redlabel-day-dress-black-hu721c0hr-q11.html,HUGO,DASERENA LABEL , Day dress,summer-dresses,Â£149.99,pastel blue,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Marl,"Elasticated waist, embroidery",HU721C0HR-Q11,Knee-length,"25.0 "" (Size S)","36.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/hugo-daserena-redlabel-day-dress-black-hu721c0hr-q11.html,HUGO,DASERENA LABEL , Day dress,summer-dresses,Â£149.99,pastel pink,--,--,Sweat,--,100% cotton,--,"Do not tumble dry, machine wash at 30Â°C",Hood,--,Hoodie pocket,--,--,Marl,"Elasticated waist, embroidery",HU721C0HR-Q11,Knee-length,"25.0 "" (Size S)","36.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/liu-jo-abito-criss-cross-day-dress-beige-li621c06z-a11.html,LIU JO,ABITO CRISS CROSS , Day dress,summer-dresses,Â£229.99,beige,--,--,--,--,"50% silk, 50% viscose",--,"Do not tumble dry, machine wash at 30Â°C, dry cleaning",--,--,--,Laces,Low-cut v-neck,Animal print,--,LI621C06Z-A11,Short,"24.0 "" (Size 10)","35.0 "" (Size 10)",Regular Fit,"Our model is 5' 11""  tall and is wearing size 10","17.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-petite-shirred-waist-tiered-dress-ditsy-day-dress-blue-m0v21c0ks-k11.html,Missguided Petite,SHIRRED WAIST TIERED DRESS DITSY , Day dress,summer-dresses,Â£30.99,blue,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,--,Square neck,Floral,--,M0V21C0KS-K11,Extra short,"23.0 "" (Size 8)","30.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/missguided-petite-shirred-waist-tiered-dress-ditsy-day-dress-blue-m0v21c0ks-k11.html,Missguided Petite,SHIRRED WAIST TIERED DRESS DITSY , Day dress,summer-dresses,Â£30.99,pastel pink,--,--,--,--,100% polyester,100% polyester,Machine wash at 30Â°C,--,--,--,--,Square neck,Floral,--,M0V21C0KS-K11,Extra short,"23.0 "" (Size 8)","30.5 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/comma-day-dress-black-co121c13a-q11.html,comma,Day dress,,summer-dresses,Â£104.99,black,--,--,Faux leather,--,100% polyester,100% viscose,"Do not tumble dry, machine wash at 30Â°C, Machine wash on gentle cycle",Turn-down collar,--,--,Button,--,Plain,--,CO121C13A-Q11,Knee-length,"23.0 "" (Size 10)","38.0 "" (Size 10)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 10","14.5 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
